time,id,latitude,longitude,counter
5,484,-22.8846,-43.2266,0
5,484,-22.8858,-43.2295,1
5,484,-22.887,-43.2316,2
4,484,-22.8869,-43.2328,3
3,484,-22.8862,-43.2339,4
4,484,-22.8857,-43.2344,5
4,484,-22.8857,-43.2344,6
4,484,-22.8857,-43.2344,7
