time,id,latitude,longitude,counter
3,650,-22.8951,-43.256,0
0,650,-22.894,-43.2578,1
9,650,-22.8949,-43.2624,2
14,650,-22.8967,-43.2632,3
0,650,-22.899,-43.2636,4
18,650,-22.9007,-43.2666,5
18,650,-22.9018,-43.2692,6
13,650,-22.897,-43.2722,7
13,650,-22.8964,-43.2726,8
4,650,-22.8926,-43.2767,9
17,650,-22.8921,-43.2775,10
17,650,-22.892,-43.2794,11
14,650,-22.8919,-43.2804,12
6,650,-22.8919,-43.2818,13
