id, latitude, longitude, timestamp, executionTime
0, -22.917, -43.2622, 2020-03-15T18:03:50.844Z, 2914
1, -22.9186, -43.2618, 2020-03-15T18:04:20.915Z, 1723
2, -22.9191, -43.2617, 2020-03-15T18:04:50.936Z, 2038
