id, latitude, longitude, timestamp, executionTime
0, -22.917, -43.2622, 2020-03-14T17:28:19.825Z, 2460
1, -22.9186, -43.2618, 2020-03-14T17:28:49.833Z, 2395
2, -22.9191, -43.2617, 2020-03-14T17:29:19.839Z, 1431
