id, latitude, longitude, timestamp, executionTime
0, -22.950306, -43.176529, 2020-03-14T17:15:32.692Z, 2543
1, -22.950808, -43.18005, 2020-03-14T17:16:06.695Z, 2739
2, -22.945799, -43.182232, 2020-03-14T17:18:26.721Z, 2472
3, -22.945122, -43.182083, 2020-03-14T17:19:01.725Z, 1912
4, -22.944244, -43.181828, 2020-03-14T17:20:11.736Z, 2110
5, -22.942608, -43.181995, 2020-03-14T17:22:30.761Z, 2783
6, -22.942059, -43.182148, 2020-03-14T17:23:05.771Z, 2764
