id, latitude, longitude, timestamp, executionTime
0, -22.8846, -43.2266, 2020-03-14T17:16:21.699Z, 3573
1, -22.8858, -43.2295, 2020-03-14T17:17:21.709Z, 1445
2, -22.887, -43.2316, 2020-03-14T17:18:21.720Z, 1999
3, -22.8869, -43.2328, 2020-03-14T17:19:34.731Z, 3077
4, -22.8862, -43.2339, 2020-03-14T17:21:53.757Z, 1571
5, -22.8857, -43.2344, 2020-03-14T17:27:45.819Z, 1980
6, -22.8857, -43.2344, 2020-03-14T17:28:45.831Z, 2629
7, -22.8857, -43.2344, 2020-03-14T17:29:45.847Z, 3828
